text,annotation_112,annotation_109,annotation_110,annotation_111
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,False,False,False,False
Compensate Essential Workers,False,False,False,True
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,False,True,True,False
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,True,False,False,False
KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,True,True,True,False
School safety.,True,True,False,True
NCAA Covid-19 Eligibility Relief,False,False,False,False
RI State schools to STOP charging campus fees when classes are online.,False,True,True,False
Let these military pets come home!,False,False,False,True
Texas State: Cancel all online class fees.,False,True,True,True
Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,False,True,False,True
Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,False,True,True,True
Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,False,False,True,True
COVID-19 Response to Support Families with Disabled Children,False,False,False,False
Save Roma St Parklands,False,False,True,False
Guarantee UEA Final Year Students A Graduation Ceremony,False,True,True,False
Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),False,False,True,False
End Brookings City Council COVID Policies,True,True,True,False
Make Google Education Services available for Iran,False,False,True,False
Queens Park Allotment Covid-19,False,False,True,False
Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,True,True,True,True
Life-saving measures to protect Louisiana Prisoners from COVID-19,False,False,False,False
Require Face Masks in Idaho Shared Public Spaces,False,False,False,False
Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,False,True,True,True
Allow International Students to stay in the U​.​S. even with institutions going online,True,True,True,False
Close schools over coronovirus,True,True,True,True
Tax relief for key worker during Covid-19 crisis,False,False,True,True
Grant all illegal migrants leave to remain in Ireland.,False,True,False,False
Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,True,True,True,False
Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,False,True,True,False
Break due to the Pandemic,True,True,True,True
Don’t forget Ltd company business owners during COVID-19,True,False,False,False
Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,True,True,True,True
EUA Approval From FDA For Rapid COVID-19 Tests,False,False,False,False
STOP oil drilling in The Bahamas,False,False,False,False
Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,True,True,True,True
LockdownPakistan- economic losses now or disastrous economic and human losses later?,False,True,True,False
Protect pregnant healthcare workers in the UK from COVID-19,False,False,False,False
Save Altitude Trampoline Park in Spokane Valley,True,True,True,False
Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,False,False,False,False
Heritage Golf & Country Club - don’t kill beloved local kangas!,True,False,True,False
Covid-19 shouldn't stop academic Justice,True,True,True,False
Tell Jim Justice to lock down West Virginia,True,True,True,True
