text,annotation_112,annotation_109,annotation_110,annotation_111
Get CoVID Vaccines to Nepal ASAP and prevent a humanitarian disaster,False,False,False,False
Compensate Essential Workers,False,False,False,True
Amend Recent COVID-19 Restrictions for Personal Care Services in London-Middlesex from,False,False,False,True
Petition against COVID-19 & Quarantine Bill: Say NO! to abuse of power and human rights.,False,False,False,False
KCL Has Coronavirus Case: Petition to Have Online Classes by March 9th,False,False,False,False
School safety.,False,False,True,False
NCAA Covid-19 Eligibility Relief,False,False,False,False
RI State schools to STOP charging campus fees when classes are online.,False,False,False,False
Let these military pets come home!,False,False,False,True
Texas State: Cancel all online class fees.,False,False,False,False
Vermeiden von Pandemien - Schließung chinesischer Tiermärkte,False,False,False,False
Help SJSU Students Cancel Their Lease at The Grad in the Middle of COVID-19 Outbreak!,False,False,False,False
Suspend mortgage and rent payments during Covid-19 crisis in New Jersey,False,False,False,False
COVID-19 Response to Support Families with Disabled Children,False,False,False,False
Save Roma St Parklands,False,False,False,True
Guarantee UEA Final Year Students A Graduation Ceremony,True,False,False,False
Uber’s “ Clean Air Fee” to be paid to Uber Drivers as Emergency Situation ( COVID-19 ),True,False,True,True
End Brookings City Council COVID Policies,False,False,False,False
Make Google Education Services available for Iran,False,False,False,False
Queens Park Allotment Covid-19,False,False,True,False
Close UO Eugene Campus due to COVID-19 Death in Washington and New Cases,False,False,False,False
Life-saving measures to protect Louisiana Prisoners from COVID-19,True,False,True,True
Require Face Masks in Idaho Shared Public Spaces,True,True,True,True
Give Stanford Graduate Students Housing Flexibility w/COVID-19 Concerns,False,False,False,False
Allow International Students to stay in the U​.​S. even with institutions going online,False,False,False,False
Close schools over coronovirus,False,False,False,False
Tax relief for key worker during Covid-19 crisis,False,False,False,False
Grant all illegal migrants leave to remain in Ireland.,False,False,False,False
Allow Dorset Council powers to limit tourists and protect our local NHS from a second wave,False,False,False,True
Bring back the six sports impacted by the St. Edward's University Athletics budget cuts,False,False,False,False
Break due to the Pandemic,False,False,False,False
Don’t forget Ltd company business owners during COVID-19,False,False,False,True
Provisional licenses for eligible  teens in MA who are affected by COVID-19 shut down.,False,False,False,False
EUA Approval From FDA For Rapid COVID-19 Tests,False,False,False,False
STOP oil drilling in The Bahamas,False,False,False,False
Delay reopening of Arkansas Public Schools because of COVID-19. Protect our children!,False,False,False,True
LockdownPakistan- economic losses now or disastrous economic and human losses later?,False,False,False,False
Protect pregnant healthcare workers in the UK from COVID-19,False,False,False,True
Save Altitude Trampoline Park in Spokane Valley,False,False,False,False
Hazard Pay for Security Officers as Fontliners during COVID-19 Pandemic,False,False,False,True
Heritage Golf & Country Club - don’t kill beloved local kangas!,False,False,False,False
Covid-19 shouldn't stop academic Justice,False,False,False,True
Tell Jim Justice to lock down West Virginia,False,False,False,False
