text,annotation_48,annotation_49,annotation_50,annotation_47
Postpone CBSE Board Exams,True,False,False,True
Pay rise for paramedics and nurses,False,False,False,False
Too Soon To Open Georgia!,True,True,True,True
Request to reconsider DPS Ruby Park school tuition and transport fees for COVID-19,True,False,False,True
Covid-19 Aesthetics / Salon / Massage Industry Warning & Economic Impact,False,False,False,True
Pause classes and encourage online classes to reduce the spread of Covid-19 in AMCKK,True,True,True,True
Allow Salons to Operate with New Health Guidelines,True,True,True,False
Open Letter to the AAMC Concerning the Medical School Application Cycle During COVID-19,False,False,False,False
Canadian Nurses Deserve Hazard Pay For Pandemics,True,False,False,False
Maharashtra demands Resignation from Uddhav Thackeray,False,False,False,False
BC Health | Mandatory Mask Usage Across BC Shared Public Spaces,False,False,False,False
Close Seattle Central College Campus Due to COVID-19 Death in Washington and New Cases,False,True,True,True
Rescue Australians Stranded in Peru due to Coronavirus,True,True,False,False
Improve COVID-19 Procedures In Correctional Facilities,False,False,False,False
Shut down Rosebank College,True,False,True,True
Stop Wildlife Medicine in China,False,False,False,True
Close Pace University NYC campus due to spread of COVID-19,True,True,True,True
Wearing face masks in public should be made mandatory by government to prevent COVID-19,False,False,False,False
Open Canada VACs in India,False,False,False,True
Reduction on Vehicle Insurance rate during COVID 19,False,False,False,False
Safeguard the Right of New Jersey Laboring Women to Have Support During COVID-19 Crisis,False,False,False,False
Petition for a Gradeless Semester,True,False,False,False
Davis Student Lease Cancellation and Rent Relief,True,False,False,False
Save the Hazlitt,False,False,False,False
Postpone CA exams for COVID Safety Reasons #CAExams,True,True,False,True
Humanitarian Appeal to Release Maulana Delawar Hossain Sayedee,False,False,False,False
Remove the CalTPA as a requirement for teachers in current educational programs,False,False,False,False
Extend the validity of PLABs and the English language test by the GMC,False,False,False,False
Release Safoora Zargar,False,False,False,False
Postpone 10th and 12th boards exam due to rise in Covid19 cases.,True,True,True,True
Fair rights for students during covid,True,False,False,True
Unmask Iowa's School Children,False,False,False,False
To allow Malaysians with valid work pass to travel in and out of singapore,False,False,False,True
Keep Omaha Public Schools Online Until COVID-19 Controlled,True,True,True,True
Joe Biden Must Step Down,False,False,False,False
"Central University of Lucknow is conducting exams from 16th , risking the health of studen",True,False,False,False
Financial Support for International Students in Australia facing hardships due to Covid-19,True,False,False,True
Freeze rent payments,True,False,False,True
"Animals are in pain, name groomers as an essential service in Ontario during COVID-19",False,False,False,True
2020-2021 Basketball Season,False,False,False,False
Save Schmidt,False,False,False,False
All frontline NHS staff to receive testing for COVID 19 if symptomatic.,False,False,False,False
"Hazard Pay for ""Essential"" workers",True,False,False,False
#FreeDarik,False,False,False,False
Start international flights in India,True,False,True,True
Please make masks mandatory in Georgia,False,False,False,False
Suspend Central Vista Project and Spend the Rs 200 Billion to Fight Covid-19,False,False,False,False
#LoveIsNotTourism: Petition for Binational Unmarried Couples to Reunite During Covid (US),True,False,False,True
Protect our children!!! Demand Covid release,False,False,False,False
Fight covid 19 san quentin,False,False,False,False
"Save the Coral City Camera, Don't Allow Disney Cruises to Destroy Our Urban Reef",False,False,False,False
Longer exercise hours - level 4 covid restrictions,False,False,False,True
Release Non-Violent Offenders in Prison Camps due to COVID-19,False,False,False,False
THE FATE OF AMAZONIA AND ITS GUARDIANS IS LINKED TO OURS - EUROPE MUST ACT IMMEDIATELY,False,False,False,False
Allow Reboot to open in San Francisco with COVID-19 safety precautions.,False,True,True,True
Petition to register Mesut Ozil in Arsenal's Premier League and Europa League squads,False,False,False,False
Arizona Stay At Home Orders : COVID-19,True,True,False,True
Petition: to award general promotion to students in colleges associated with BU Bhopal.,False,False,False,False
"Compassionate medical release for Previn Coleman, amid COVID 19 crisis in Elkton FCI Ohio",False,False,False,False
Guru Gobind Singh Indraprastha University FINAL YEAR EXAMS TO BE CONDUCTED ONLINE.,True,False,True,True
Let Wisconsin Golf,True,False,False,True
SAVE DEL MAR HORSEPARK,True,False,False,False
Stop MANDATORY  Covid Testing for Suffolk County Athletes,False,False,False,False
