text,annotation_73,annotation_74,annotation_75,annotation_76
COVID-19 Awards,False,False,False,False
Cancel the 2020-2021 school year SOLs,False,False,False,False
..,False,False,False,False
Protect our nurses!,False,False,False,False
SENSELESS IMPRISONMENT FOR MY MOM.. FIRST TIME OFFENDER NON-VIOLENT CRIME,False,False,False,False
COVID-19: Demand immediate release for those incarcerated in Knox County jail,False,False,False,False
"Petition to recall Desmond Elliot from the Lagos House of Assembly, Surulere Constituency",False,False,False,False
Texas UIL Spring Sports/Competitions to be completed during the Summer of 2020,False,False,False,False
Prioritize Vaccinating Florida Teachers,False,False,False,False
Save Plum Island Coffee Roasters,False,False,False,False
Suspend Rent & Mortgage in Canada during COVID-19,False,False,False,False
Ask the City of Winston-Salem to support in-street dining for downtown resturants!,False,False,False,False
Have Online Classes & Close Physical BMCC campus due to Outbreak of COVID-19,False,False,False,False
Appello per la pace in Etiopia,False,False,False,False
Stop Guinea Pig Vaccine Tests In  Africa for Covid 19/ Corona Virus,False,False,False,False
Rowan University: Universal Pass System,False,False,False,False
Allow Athletic Therapists to treat their patients,False,False,False,False
Allow not COVID related evictions,False,False,False,False
#FreeNeko from Navajo County Jail,False,False,False,False
ÖZEL OKUL ÖDEMELERİNİNDE İNDİRİM,False,False,False,False
Allow Golf courses to open in Ontario,False,False,False,False
Extend Winter Break at UBC,False,False,False,False
Include Preschool Teachers in the Phase 1b vaccine rollout in Kentucky,False,False,False,False
"Justice for Dr. Abhishek Bhayana, youngest frontline covid warrior",False,False,False,False
Petition for Approval to Provide Illinois Early Intervention Services via Telehealth,False,False,False,False
Help animal shelters during COVID-19,False,False,False,False
"Allow access in Point Roberts, WA for Canadian property, boat & animal owners",False,False,False,False
Lower Tuition at Hope College During Covid-19,False,False,False,False
School Stays ON !,False,False,False,False
Licensure Extension for TLLP due to COVID-19,False,False,False,False
Cancel rental payment for international student of Australia during COVID-19 crisis,False,False,False,False
Provide easily accessible and free COVID-19 testing across India.,False,False,False,False
Community Demands for Lesley University's Covid-19 Response,False,False,False,False
Free Jay Regas,False,False,False,False
Remove Dr. Wajid Ahmed from his position as Medical Officer of Health for Windsor/Essex,False,False,False,False
Hazard Pay For Essential Workers,False,False,False,False
Let our 4 year old Melbourne kinder kids go to their Primary Schools for prep orientation,False,False,False,False
SHUTDOWN BROWARD COUNTY,False,False,False,False
Make the CDC report the number of coronavirus cases per state,False,False,False,False
End Hate Crimes Against Asian Americans,False,False,False,False
"Lockdown India Completely Until 31st Mar (At least) - (Buses, Flights, Trains, Shops etc)",False,False,False,False
Cancel the 2020 St Patrick's Day Parades in Ireland to help reduce the spread of COVID-19,False,False,False,True
Keep Yehaa Bob at Port Orleans,False,False,False,False
Allow Fall Advantage participants to arrive for the Fall program.,False,False,False,False
"Teachers, Students, and Staff are NOT Expendable",False,False,False,False
Change the 2020 Year 12 VCE Exams,False,False,False,False
Ban Eating Dogs & Cats in China - Now.,False,False,False,False
Covid-19:   Salud a través del ejercicio!,False,False,False,False
Call for the Resignation of Los Angeles Mayor Eric Garcetti for BLM Protest Response,False,False,False,False
Lower the amount of work given to KHSD students,False,False,False,False
Cancel GEBE bills during lockdown,False,False,False,False
Suspension of rent payments to students during the Coronavirus pandemic.,False,False,False,False
It now time for temples and religious institutions to donate for COVID relief,False,False,False,False
Expedite NBCOT Exam Process,False,False,False,False
“TAKE  ACTION AGAINST CORRUPTION NOW”,False,False,False,False
Pharmacy Personnel MUST be included in Gov. Wolf's COVID-19 PA Hazard Pay Grant Program!!!,False,False,False,False
University students should not have to pay last instalment of rent if they move out,False,False,False,False
Recall WI Governor Tony Evers,False,False,False,False
Transparency for Missouri beef consumers and producers,False,False,False,False
Virginia Covid-19 Mandatory Shelter in Place,False,False,False,False
Open Texas Nursing Homes and Assisted Living Centers,False,False,False,False
Claps don't pay the bills - give all NHS workers a 15% pay rise #NHSPay15,False,False,False,False
Mandate PPE for Dental Hygienists NOW!,False,True,False,True
Carteret County Surf Now,False,False,False,False
"COVID-19 Pass/Fail Grading Initiative for FCPS - Frederick, MD",False,False,False,False
Provide Food and Safe Transport to Stranded Migrants during COVID-19 Lockdown,False,False,False,False
Save Newquay Killacourt,False,False,False,False
Mandate the collection of disaggregated health data for Canadians during COVID-19,False,False,False,False
Help Georgia Restaurants Survive COVID-19,False,False,False,False
SAVE OUR SMALL BUSINESS COMMUNITY!! Allow restaurants to be able to service outdoor dining,False,False,False,False
UHC refuses to pay equitably for COVID tests,False,False,False,False
UT AUSTIN NEEDS TO CONTACT ALL RESIDENTS AND STAFF WHEN COVID-19 CASES EMERGE,False,False,False,False
Pengurangan uang sekolah selama Home Learning karena dampak ekonomi dari Covid - 19.,False,False,False,False
"COVID-19 : Give the 320,000 homeless people in the U​.​K. shelter",False,False,False,False
Review of the constitution of the South African CoVID-19 National Command Council,False,False,False,False
Save Pine Island Club,False,False,False,False
Reopen Gyms To Help Combat COVID-19,False,False,False,True
Make COVID-19 Testing Free for Senior Citizens & Subsidised for All #PatientsBeforeProfits,False,False,False,False
We want to feel safe on social media platforms,False,False,False,False
