text,annotation_56,annotation_57,annotation_58,annotation_59
"Federal Judge Rules Against CDC, Throws Out Cruise Guidelines In FL   https://t.co/xgMLeuSCDS",False,False,False,False
Indeed. Even in the dysfunctional US health system they have the National Vaccine Inju… https://t.co/kmrgSmkW0g,True,True,True,True
"a vaccine seems to be ESSENTIAL if we are to start travelling again...,with ANY confidence...,because fear of the v… https://t.co/AlGCydjOVq",True,False,True,True
Nurses union calls on CDC to reinstate universal mask guidelines   https://t.co/eYhp5I5KuQ,False,False,False,False
Sirf  #MukeshAmbani  Company &amp; it's Workers Jobs are Safe baaki Sa… https://t.co/GW2KpWZpNz,False,False,False,False
"The CDC's new guidelines state that even if you are fully vaccinated and wearing a mask, you should still Google LASD gangs.",True,True,False,False
Why don’t you tell big brother newsom to follow the science and to follow the cdc guidelines on mask wearing in schools.,False,False,False,False
"The Coronavirus Vaccine Tracker
by #COVID19 #CovidVaccine
https://t.co/vg2q7Shw3c",True,False,True,True
"#COVIDVaccine 

Very large spread in vaccine effeciacy (flu is modest to measles being v. effective).  Depending on… https://t.co/s2DA4v2y6C",True,True,True,True
"A1: How did I miss this discussion?!?!
Doing my best to continue to advocate for #vaccines on SoMe - esp… https://t.co/2E8dojUGs1",True,False,True,True
I currently follow CDC guidelines not public opinion.,False,False,False,False
California schools will still require masks despite CDC guidelines  https://t.co/jBPpz1DjxB,False,True,False,False
"Johnson &amp; Johnson's coronavirus vaccine is fourth to begin Phase 3 trials in the United States #CovidVaccine
https://t.co/26x8epwVed",True,True,True,True
Friday’s Articles On School Reopening – New CDC Guidelines Edition!  https://t.co/fSQuQwxz6r,False,False,False,False
China National Biotech Group has two vaccine candidates out of five from Chinese developers that are in the final s… https://t.co/gJvxMew7fz,True,True,True,True
"I admit, the dropping of masks from CDC guidelines &amp; ensuing dropping of masks in stores are what finally convinced me to get vaccinated. TX was one of the first to drop the mandate, but people still masked in urban areas. But yes, it's backfiring horribly",True,True,False,True
"I'm not crazy. I don't like crazy people. I follow the CDC guidelines of ""wearing a mask"" for those that are not vaccinated, such as myself. That doesn't mean I don't care about my life. After several tests (including recently), I have tested ""negative"" for any #COVID19 symptoms.",True,False,True,False
Welk this is concerning. #CovidVaccine https://t.co/AMuR0zHv3Q,False,False,True,True
"Covid Items Bechne Walo ...

Stock Clear Karo Vaccine Aa Gaya ...

&amp; Save Money  Vaccine Bhi To Black me Bechna Hai… https://t.co/4J8Aws8O9y",False,False,True,True
 you also need burnol #BurnolForAirasia or Covid vaccine #CovidVaccine #COVID,True,True,True,True
.. and then there are talks on using #Aadhar 'like' model for the roll out of #CovidVaccine (… https://t.co/obRWfNFvju,True,True,True,True
"$jnj #covidvaccine as situation drags on, think we can safely say participant got vaccine, not the placebo.",True,True,True,True
