text,annotation_56,annotation_57,annotation_58,annotation_59
"Federal Judge Rules Against CDC, Throws Out Cruise Guidelines In FL   https://t.co/xgMLeuSCDS",False,False,True,True
Indeed. Even in the dysfunctional US health system they have the National Vaccine Inju… https://t.co/kmrgSmkW0g,False,False,False,False
"a vaccine seems to be ESSENTIAL if we are to start travelling again...,with ANY confidence...,because fear of the v… https://t.co/AlGCydjOVq",False,True,False,False
Nurses union calls on CDC to reinstate universal mask guidelines   https://t.co/eYhp5I5KuQ,True,True,True,True
Sirf  #MukeshAmbani  Company &amp; it's Workers Jobs are Safe baaki Sa… https://t.co/GW2KpWZpNz,False,False,False,False
"The CDC's new guidelines state that even if you are fully vaccinated and wearing a mask, you should still Google LASD gangs.",True,True,True,False
Why don’t you tell big brother newsom to follow the science and to follow the cdc guidelines on mask wearing in schools.,True,True,True,True
"The Coronavirus Vaccine Tracker
by #COVID19 #CovidVaccine
https://t.co/vg2q7Shw3c",False,False,False,False
"#COVIDVaccine 

Very large spread in vaccine effeciacy (flu is modest to measles being v. effective).  Depending on… https://t.co/s2DA4v2y6C",False,False,True,False
"A1: How did I miss this discussion?!?!
Doing my best to continue to advocate for #vaccines on SoMe - esp… https://t.co/2E8dojUGs1",False,False,False,False
I currently follow CDC guidelines not public opinion.,False,True,True,False
California schools will still require masks despite CDC guidelines  https://t.co/jBPpz1DjxB,True,True,True,True
"Johnson &amp; Johnson's coronavirus vaccine is fourth to begin Phase 3 trials in the United States #CovidVaccine
https://t.co/26x8epwVed",False,False,False,False
Friday’s Articles On School Reopening – New CDC Guidelines Edition!  https://t.co/fSQuQwxz6r,False,True,False,False
China National Biotech Group has two vaccine candidates out of five from Chinese developers that are in the final s… https://t.co/gJvxMew7fz,False,False,False,False
"I admit, the dropping of masks from CDC guidelines &amp; ensuing dropping of masks in stores are what finally convinced me to get vaccinated. TX was one of the first to drop the mandate, but people still masked in urban areas. But yes, it's backfiring horribly",True,True,True,True
